title,body,source
Duffy tells Newsom '3 more people would be alive' if he followed federal truck licensing rules,"Transportation Secretary Sean Duffy joins 'America Reports' to break down a fatal California crash, allegedly caused by an illegal immigrant, and how the suspect was able to obtain a driver's license. Transportation Secretary Sean Duffy accused California Gov. Gavin Newsom of violating new federal commercial licensing rules by purportedly allowing an immigrant in the country illegally to maintain a commercial driver's license (CDL). That truck driver is accused of causing a freeway crash that resulted in three fatalities on Tuesday in California.",Fox News
Semi-truck driver in country illegally pleads not guilty in deadly DUI crash as license under scrutiny,"The driver, 21-year-old Jashanpreet Singh, is in the U.S. illegally, DHS said. A semi-truck driver arrested in connection with an alleged DUI crash on a California highway that killed three people pleaded not guilty on Friday, amid scrutiny over the licensing of the 21-year-old suspect, who federal authorities say is in the United States illegally. Prosecutors charge that the driver, identified by authorities as Jashanpreet Singh, was driving at a high rate of speed and under the influence of drugs when he rammed into stopped traffic, causing a chain-reaction crash on Interstate 10 in Ontario on Tuesday.",ABC News
DOJ sends federal election watchers to California and New Jersey counties amid Republican requests,"Fox News national correspondent Bryan Llenas reports on the latest in the New Jersey gubernatorial race on 'Special Report.'

The U.S. Justice Department (DOJ) on Friday said it plans to send federal election watchers to California and New Jersey for their closely watched elections next month. New Jersey, has an open seat for governor as Gov. Phil Murphy, a Democrat, prepares to leave office.",Fox News
Jen Psaki: Trump keeps making himself the punchline,"The White House Correspondents' Dinner is a Washington tradition in which the president and members of the press get together, have a few drinks and tell a few jokes at each other's expense. It's an annual event, but the 2011 dinner was especially notable. That was the year that then-President Barack Obama got up and absolutely roasted Donald Trump -- and there's one joke from that night that has a certain resonance today. At the time, Trump was mulling a run for president.",MSNBC.com
Exclusive | Katie Porter is a 'master manipulator' who would be no good as...,"Katie Porter is a ""master manipulator"" who embodies everything wrong with politics today, according to her husband of 10 years. Matthew Hoffman, 50, told The Post the hot-headed liberal contender for California governor is a bad choice to run the deep blue state. Referring to video clips which exposed Porter's volatile temper and hostile treatment of staffers and journalists, he said: ""It's about time"" they came out. ""The amount of staff she goes through.",New York Post
Ted Cruz calls out Californians accused of jeering girls protesting volleyball game involving trans athlete,"The Valencia High School girls' volleyball defeated Jurupa Valley High School in straight sets in the first round of the California state playoffs on Wednesday, Oct. 22, 2025. (Provided to Fox News Digital)

Sen. Ted Cruz, R-Tex., re-shared a photo on X of two California residents who appeared to give malicious gestures to teenage girls protesting to ""Save Girls' Sports"" at a high school volleyball game on Wednesday night.",Fox News
Obama Joins Newsom to Rally Support for California's Prop 50,"The former president calls the ballot measure key to protecting democracy as states pursue mid-decade redistricting ahead of the 2026 elections. Former President Barack Obama joined California Gov. Gavin Newsom on Oct. 22 for a virtual volunteer event urging support for Proposition 50, the ballot measure that would let California redraw its congressional maps in response to Republican redistricting efforts in other states.",www.theepochtimes.com
"Justice Department to send election monitors to California, New Jersey following requests from state GOPs","The Department of Justice is preparing to send federal election observers to California and New Jersey next month, targeting two Democratic states holding off-year elections following requests from state Republican parties. The department announced Friday that it is planning to monitor polling sites in Passaic County, New Jersey, and five counties in southern and central California: Los Angeles, Orange, Kern, Riverside and Fresno. The goal, according to the DOJ, is ""to ensure transparency, ballot security, and compliance with federal law.""

""Transparency at the polls translates into faith in the electoral process, and this Department of Justice is committed to upholding the highest standards of election integrity,"" Attorney General Pam Bondi said in a statement. Election monitoring is a routine function of the Justice Department, but the focus on California and New Jersey comes as both states are set to hold closely watched elections with national consequences on Nov.",CBS News
Shooting at California Coast Guard base wounds 2 during immigration protest,"Governor Gavin Newsom said President Donald Trump sending federal troops to San Francisco is part of the ""authoritarian playbook.""

* Two people were wounded after Coast Guard personnel shot at a U-Haul truck outside a base in Alameda, California. * The incident occurred hours after a protest against a potential federal immigration crackdown at the same location. * The FBI is investigating after the driver allegedly refused orders to stop and attempted to ram the main gate. * A protester at the scene described the U-Haul driver as an ""independent actor"" not involved with the demonstration.",USA Today
CNN Sets Week 1 Guests for New Show 'The Story Is' With Elex Michaelson,"Gov. Gavin Newsom, Anderson Cooper, Arnold Schwarzenegger, Pete Buttigieg, Gloria Allred and Adam Schiff are all slated to visit

CNN's new Los Angeles-based primetime show ""The Story Is With Elex Michaelson"" just released its week 1 slate of guests -- including California Gov. Gavin Newsom. ""We've got lots of big names all week long,"" Elex Michaelson said in a promotional video for the new series on Friday.",TheWrap
"Newsom on Trump's ""laughable"" National Guard suggestion: ""Nothing happening"" in San Francisco","Jennifer Earl is the Vice President of Growth & Engagement at CBS News and Stations. Jennifer has previously written for outlets including The Daily Herald, The Gazette, NBC News, Newsday, Fox News and more. California Governor Gavin Newsom called President Trump's plan to send National Guard troops to San Francisco ""laughable,"" suggesting the president had to reverse course for ""obvious reasons"" because ""there's nothing happening"" in the city. ""He couldn't even make up a pretense for this,"" Newsom told Robert Costa in an interview airing on ""CBS Sunday Morning"" this weekend.",CBS News
Gavin Newsom dismisses Trump's National Guard plans in San Francisco,"California Governor Gavin Newsom dismisses President Trump's possible deployment of National Guard troops to San Francisco, and says that he would sue to block any such attempt, in an interview with ""CBS Sunday Morning"" national correspondent Robert Costa, airing on ""CBS Sunday Morning"" October 26.",CBS News
"Jen Psaki Says Trump's Gaudy White House Ballroom Shows His 'Horrible Taste': 'A Walking, Talking Parody of Himself' | Video","""Trump is literally making himself the punchline of a 14-year-old joke,"" the MSNBC host notes of his East Wing demolition

Jen Psaki said President Donald Trump's $300 million White House ballroom makeover proves not only that he has horrible taste, but also that he's the ""walking, talking parody of himself"" that Barack Obama joked about 14 years ago. ""I want to take you back to the 2011 White House Correspondents' Dinner. Yes, that one. You know, the Correspondents' Dinner -- it's the annual Washington tradition, kind of a weird one where the president and members of the press get together, maybe have a few drinks,"" Psaki said on Thursday night's episode of ""The Briefing."" ""They tell a few jokes at each other's expense.",TheWrap
Dashcam video shows deadly freeway crash involving suspected illegal immigrant trucker,"GRAPHIC CONTENT WARNING: Federal authorities say the driver of a California big rig should never have been behind the wheel at the time he allegedly caused a crash that killed three people, caught on harrowing dashcam video. Dashcam video from a deadly California freeway crash involving a suspected illegal immigrant truck driver in a tractor-trailer shows the vehicle plowing through bumper-to-bumper traffic in a wreck that killed three. Jashanpreet Singh, 21, received a California commercial driver's license in June, according to the federal Department of Transportation. The video shows the truck he is accused of driving rear-ending a row of cars caught in traffic before flames burst out from under the hood and it veers to the right, crashing into more vehicles and what appear to be utility trucks before coming to a stop near the shoulder.",Fox News
Trump insider threatens 'deadly force' against cops who arrest law-breaking ICE agents,"David Edwards has spent over a decade reporting on social justice, human rights and politics for Raw Story. He also writes Crooks and Liars. He has a background in enterprise resource planning and previously managed the network infrastructure for the North Carolina Department of Correction. Mike Davis, a Trump insider who runs the Article III Project, vowed that ICE agents would use ""deadly force"" if local cops try to arrest them for breaking state laws.",Raw Story
Shots fired at vehicle after it backs into US Coast Guard base in the San Francisco Bay Area,"ALAMEDA, Calif. (AP) -- Law enforcement officers fired shots at a vehicle that backed into a U.S. Coast Guard base in the San Francisco Bay Area that had earlier been the site of protests against federal immigration agents, and hours after President Donald Trump called off a planned surge of federal agents into San Francisco to quell crime. The shots were fired about 10 p.m.",Boston Herald
Dems urged to 'stop siding with illegal aliens' after activist rams agents in sanctuary city,"Multiple ICE and Fox News sources report a U.S. Marshal and illegal immigrant were shot during an immigration operation in Los Angeles. The Trump administration is urging sanctuary Democrats to ""stop siding with illegal aliens"" after a Los Angeles immigrant activist and social media personality rammed ICE agents in attempts to escape arrest, prompting agents to open fire. Homeland Security Assistant Secretary Tricia McLaughlin told Fox News Digital that during a targeted enforcement stop on Tuesday, 44-year-old Mexican illegal immigrant Carlitos Ricardo Parias ""weaponized his vehicle and began ramming the law enforcement vehicle in an attempt to flee.""

""Fearing for the safety of the public and law enforcement,"" McLaughlin said, ""Our officers followed their training and fired defensive shots.""

Parias was shot in the elbow, and a U.S.",Fox News
Renovations at the White House Aren't Unusual. But Trump's Makeover Is.,"Presidents have always tailored the White House to their needs, but with the demolition of the East Wing, a $300 million ballroom and other changes, President Trump isn't wasting any time making it into his own project. President Trump is far from the first president to put his mark on the White House, a building that has been changing almost since the day it opened in 1800. Thomas Jefferson added a wine cellar, and James Monroe and Andrew Jackson put on porticos. Theodore Roosevelt erected the West Wing; Richard Nixon added a bowling alley; and Barack Obama adapted a tennis court to create a place to play hoops.",The New York Times
SNAP recipients told to purchase shelf-stable goods as funding...,"Recipients of the Supplemental Nutritional Assistance Program could see their benefits dry up starting next Saturday, Nov. 1 if the government shutdown continues, according to reports and authorities. SNAP, which serves nearly 42 million Americans every month, was able to keep funds running through October because states received funding before the government shutdown on Oct. 1.",New York Post
DOJ tells California officials to back off 'apparent criminal...,"The Justice Department on Thursday warned California officials, including Rep. Nancy Pelosi (D-Calif.), against engaging in an ""apparent criminal conspiracy"" to arrest Immigration and Customs Enforcement (ICE) agents. Deputy Attorney General Todd Blanche issued the letter to Pelosi, Gov. Gavin Newsom, state Attorney General Rob Bonta and San Francisco District Attorney Brooke Jenkins after the former House speaker suggested Wednesday that local police could arrest ICE agents if they violate state laws while carrying out immigration enforcement operations.",New York Post
CalFresh payments will be paused in November amid ongoing government shutdown,"With the federal government still shut down, CalFresh recipients will now officially see their November benefits delayed, according to the California Department of Social Services. The deadline for the government to reopen before federal food programs like SNAP would see their funding dry up was Thursday, October 23. The disruption will impact the more than 5.5 million Californians who rely on CalFresh benefits to be loaded onto their EBT cards each month. More than 60% of those enrolled are seniors and children.",CBS News
Delays in Sacramento's flood protection projects could trigger new building ban,Sacramento's flood protection projects are falling behind and that could have triggered a new building ban due to delays. A similar moratorium was in effect for seven years up until 2015. Now there's been a last-minute effort to extend the Dec. 31 deadline.,CBS News
Illegal immigrant truck driver in fatal California crash should never have had license: DOT report,"White House press secretary Karoline Leavitt said California issued the driver's license to the illegal immigrant truck driver accused in a deadly DUI crash that killed three people. (Credit: POOL)

President Donald Trump's Transportation Secretary Sean P. Duffy issued a bombshell report Thursday night accusing California of violating federal law by issuing a commercial driver's license to a foreign asylum seeker whose semi-truck crash killed three people earlier this week. The report alleges that Gov.",Fox News
DOJ warns California officials to 'stand down or face prosecution' after threats to arrest ICE agents,"Rep. Nancy Pelosi, D-Calif., confronted a LindellTV reporter after being asked if she was 'liable' for violence at the Capitol on Jan. 6, 2021. (Credit: LindellTV via Storyful)

U.S.",Fox News
California union proposes one-time tax on billionaires to offset Medicaid cuts,"SACRAMENTO, Calif. (AP) -- A major union announced a proposal Thursday to impose a one-time 5% tax on billionaires in California to address federal funding cuts to health care for low-income people. Proponents, including the Service Employees International Union, hope to place the statewide measure before voters next year. The tax would be on the net worth of California's richest residents.",Boston Herald
Republicans just got a 'really bad sign' with staggering new poll: ex-GOP official,"Signs supporting Proposition 50, aimed at countering Republican-led redistricting in Texas by redrawing California's congressional map to favor Democrats, in a residential neighborhood in Encinitas, California, U.S., September 29, 2025. REUTERS/Mike Blake

A former California Republican Party official sent his party an ominous message Thursday, sounding the alarm about the findings of a new poll that showed a massive share of voters who plan to vote in favor of California's bid to add five Democratic U.S. House seats to counter GOP efforts to gerrymander ruby red states are doing so because of President Donald Trump. A CBS News/YouGov poll conducted from Oct.",Raw Story
"This week on ""Sunday Morning"" (Oct. 26)","The Emmy Award-winning ""CBS News Sunday Morning"" is broadcast on CBS Sundays beginning at 9:00 a.m. ET. ""Sunday Morning"" also streams on the CBS News app beginning at 11:00 a.m. ET.",CBS News
California union proposes taxing billionaires to offset Medicaid cuts,"SACRAMENTO, Calif. -- SACRAMENTO, Calif. (AP) -- A major union announced a proposal Thursday to impose a one-time 5% tax on billionaires in California to address federal funding cuts to health care for low-income people. Proponents, including the Service Employees International Union, hope to place the statewide measure before voters next year.",ABC News
States worry about how to fill the gap in food aid ahead of a federal benefits halt,"A federal food aid program that helps about one-eighth of Americans buy groceries stands to be paused Nov. 1 because of the government shutdown, and even some states that want to step in to fill the gap have found they can't. Recipients of the food aid, food banks, states and advocates are bracing for a pause to the Supplemental Nutrition Assistance Program, or SNAP, payments at the end of next week. Here's what to know.",Washington Times
White House says California granted license to illegal immigrant trucker charged in fatal DUI crash,"White House press secretary Karoline Leavitt told reporters Thursday that California issued a commercial driver's license (CDL) to an illegal immigrant truck driver charged in a fatal DUI crash that killed three people. ""I can confirm that California gave this individual a license, and it is something that the Department of Transportation has already looked into,"" Leavitt said. ""I know Secretary Duffy, who's doing a phenomenal job, has spoken on this many times in the crackdown that the Department of Transportation is taking on these licenses that are wrongfully being issued to people who clearly do not deserve to uphold these positions.""

Leavitt said the individual first entered the U.S. illegally in 2022 ""and was released into our country by the previous administration.""

She added that the Department of Transportation (DOT) was cracking down on the issuing of CDLs amid a ""disturbing pattern"" of them being given to illegal immigrants.",Fox News
"CBS News poll on whether California's voters want Newsom, Harris to run for president","As the state draws national attention in part because of Proposition 50 and redistricting, Californians also weigh in on what they think the state more generally can -- and can't -- show the nation, and on the potential prospects of some of its leading political figures. A large number of Californians in his own Democratic Party say Gov. Gavin Newsom should run for president in 2028, but among California's voters overall, that view is more split. (Nationally, of course, any entrant on the Democratic side would first need to appeal to the party's rank-and-file in the primaries across many states.",CBS News
Obama the 'campaign closer' for Democrats in top 2025 elections as party aims to rebound,"In the final stretch leading up to Election Day 2025, former President Barack Obama is everywhere. From coast to coast, the former president is hoping to help push fellow Democrats over the finish line in the most high-profile and consequential ballot box showdowns this year as his party aims to rebound following last year's election setbacks. ""A lot of us do not believe that politicians should choose their voters, they believe the voters should choose who's going to represent them. That's the meaning of democracy,"" the former two-term president said Wednesday as he joined California Gov.",Fox News
Trump says he has called off federal 'surge' in San Francisco amid pushback,"People hold placards as they protest the arrival of federal agents at the Coast Guard base in Alameda, California, on Thursday. (Manuel Orbegozo/Reuters)

President Donald Trump said Thursday that he has called off plans to send a ""surge"" of federal personnel into San Francisco this weekend to target crime, an announcement that came after he had a private conversation with Mayor Daniel Lurie. Trump made his announcement on social media, saying ""friends"" who live in the city, including Nvidia chief executive Jensen Huang and Salesforce chief executive Marc Benioff, asked him not to go forward with the operation. He said he agreed in a phone call with Lurie (D) late Wednesday to give the mayor more time to address crime issues.",Washington Post
"Jen Psaki: Business as usual isn't an option, so the Trump resistance is getting creative","For 22 hours and 37 minutes, Democratic Sen. Jeff Merkley of Oregon stood on the Senate floor, without sleep, without sitting down, without bathroom breaks -- all to focus the attention of the American people on the crisis facing this country. Merkley, who turns 69 on Friday, delivered a clear message. He did not argue that we are ""at risk"" of sliding into authoritarianism.",MSNBC.com
Trump postpones federal troop deployment to San Francisco,"White House press secretary Karoline Leavitt calls out riots in Los Angeles and explains why President Donald Trump deployed the National Guard. President Donald Trump has called off a ""surge"" of federal agents and troops in San Francisco planned for this weekend. ""The Federal Government was preparing to 'surge' San Francisco, California, on Saturday, but friends of mine who live in the area called last night to ask me not to go forward with the surge in that the Mayor, Daniel Lurie, was making substantial progress,"" Trump wrote on Truth Social on Thursday. ""I spoke to Mayor Lurie last night and he asked, very nicely, that I give him a chance to see if he can turn it around.""

San Francisco Mayor Daniel Lurie also confirmed the move.",Fox News
Protesters gather as federal agents arrive in the San Francisco area,"Police used at least one flash-bang grenade to clear a handful of demonstrators from the entrance as CBP vehicles drove through. By TERRY CHEA and CHRISTOPHER WEBER, Associated Press

ALAMEDA, Calif. (AP) -- Protesters gathered Thursday outside a U.S. Coast Guard base in the San Francisco Bay Area, where U.S.",Boston Herald
Joe Rogan says Trump should replace Gavin Newsom as California...,"Podcaster Joe Rogan suggested President Trump should replace Gavin Newsom as governor of California and ""fix it"" after he finishes his second term as US president. During his podcast ""The Joe Rogan Experience"" on Wednesday, Rogan tore into the state over its Black Lives Matter protests and riots. ""What Donald Trump should do is when he leaves the office, run for governor of California,"" Rogan said, bursting into a fit of laughter alongside his guests, Francis Foster and Konstantin Kasin, co-hosts of ""Trigonometry.""

""Just take over California and fix it. It would be hilarious if he did.",New York Post
Video: Opinion | When Republicans Go Low ...,"What's the smart move for Democrats in this political moment? On ""The Opinions,"" the columnist David Brooks says he thinks the party should channel Michelle Obama and ""go high.""

The question I would ask for E.J. is: Who was right, Obama or Newsom? And I mean Michelle Obama.",The New York Times
"Federal agents sent to San Francisco area, which mayor says is meant to incite 'chaos and violence'","SAN FRANCISCO (AP) -- The U.S. Coast Guard said Wednesday it is providing a base of operations for U.S. Customs and Border Protection agents in the San Francisco area as part of its effort to support federal efforts to track down immigrants in the country illegally and provide border and maritime security. The San Francisco Chronicle, citing an anonymous source with knowledge of the operation, reported more than 100 CBP and other federal agents will begin arriving Thursday at the base in Alameda, a move immediately condemned by San Francisco Mayor Daniel Lurie and California Gov.",Boston Herald
Federal agents sent to San Francisco area which mayor says is meant to incite 'chaos and violence',"SAN FRANCISCO -- The U.S. Coast Guard said Wednesday it is providing a base of operations for U.S. Customs and Border Protection agents in the San Francisco area as part of its effort to support federal efforts to track down immigrants in the country illegally and provide border and maritime security. The San Francisco Chronicle, citing an anonymous source with knowledge of the operation, reported more than 100 CBP and other federal agents will begin arriving Thursday at the base in Alameda, a move immediately condemned by San Francisco Mayor Daniel Lurie and California Gov.",Washington Times
California high school volleyball team with trans athlete sees controversial season end with playoff loss,"The Valencia High School girls' volleyball defeated Jurupa Valley High School in straight sets in the first round of the California state playoffs on Wednesday, Oct. 22, 2025. (Provided to Fox News Digital)

A nationally contentious season came to an end Wednesday night for a high school girls' volleyball team in California. Jurupa Valley High School lost their first round state playoff game to Valencia High School in straight sets.",Fox News
Newsom threatens to sue if Trump sends troops to San Francisco: 'Wannabe tyrant,"California Gov. Gavin Newsom threatened to sue the Trump administration if it sends National Guard troops to San Francisco. (via Gavin Newsom/X)

California Gov. Gavin Newsom on Wednesday threatened to sue the Trump administration if National Guard troops are sent to San Francisco.",Fox News
Opinion | Trump Has a Religion. What Do Democrats Have?,"The Conversation convenes this week with the Opinion columnist David Brooks, the contributing Opinion writer E.J. Dionne Jr. and the former host of NPR's ""All Things Considered"" Robert Siegel to discuss and debate Zohran Mamdani's mayoral run, gerrymandering and what the No Kings protests achieved. Below is a transcript of an episode of ""The Opinions."" We recommend listening to it in its original form for the full effect.",The New York Times
Video: Opinion | Trump Has a Religion. What Do Democrats Have?,"Mamdani might be working in Democrats' favor. But what about ""No Kings""? Hi, I'm Robert Siegel. Now a contributor to Times Opinion.",The New York Times
Federal agents sent to San Francisco area and mayor says it's meant to incite 'chaos and violence',"SAN FRANCISCO -- SAN FRANCISCO (AP) -- The U.S. Coast Guard said Wednesday it is providing a base of operations for U.S. Customs and Border Protection agents in the San Francisco area as part of its effort to support federal efforts to track down immigrants in the country illegally and provide border and maritime security. The San Francisco Chronicle, citing an anonymous source with knowledge of the operation, reported more than 100 CBP and other federal agents will begin arriving Thursday at the base in Alameda, a move immediately condemned by San Francisco Mayor Daniel Lurie and California Gov.",ABC News
"Vacaville leaders, neighbors draft city ordinance for controversial battery storage plants in charged debate","The community was charged on Wednesday night at a meeting hosted by the City of Vacaville concerning battery energy storage systems (BESS) and the local restrictions city leaders are working to put on them. Right now, the city has no regulations on the books for these types of facilities. It comes as they are becoming more common under a statewide push to meet renewable energy goals. These battery energy storage facilities are a huge part of meeting Gov.",CBS News
"Plans underway for Border Patrol immigration crackdown in San Francisco area, sources say","Camilo Montoya-Galvez is the immigration reporter at CBS News. Based in Washington, he covers immigration policy and politics. The Trump administration has made preparations to expand its nationwide crackdown on illegal immigration in the San Francisco area with a team of Border Patrol agents, two U.S. officials familiar with the internal plans told CBS News on Wednesday.",CBS News
San Francisco mayor says city is preparing for a possible ICE surge,"San Francisco Mayor Daniel Lurie (D) speaks during a Domestic Violence Awareness Month rally on Oct. 21. (Justin Sullivan/Getty Images)

San Francisco Mayor Daniel Lurie on Wednesday announced emergency actions ahead of an anticipated escalation in federal immigration enforcement, warning that the Trump administration aims to provoke ""backlash, chaos and violence"" in American cities. In a live video address, Lurie (D) said he had signed an executive directive to ensure that local police abide by ""sanctuary city"" policies that prohibit them from assisting in civil immigration and respect the free speech of residents who protest the Trump administration's actions.",Washington Post
San Francisco mayor announces executive order to coordinate city response to CBP deployment,"Carlos E. Castañeda is a senior editor of news and social media for CBS Bay Area. San Francisco Mayor Daniel Lurie announced Wednesday he has directed city officials and departments to coordinate the city's response to any federal law enforcement action in the city. The executive directive is designed to coordinate public safety and communication procedures, and support the city's immigrant communities, while maintaining trust between residents and city government, Lurie said.",CBS News
Democrats' shutdown shakedown harms air-traffic controllers  --  and...,"Democrats on Capitol Hill continue to hold the federal government hostage, bowing to the demands of their leftist base. Since Oct. 1, Senate Democrats have voted 12 times to thwart a budget extension that would reopen the government, demanding a $1.5 trillion ransom for their pet projects. To keep their allies in line, George Soros-backed radicals staged a nationwide block party Saturday, protesting against a supposed ""king.""

Their Hate America rallies had everything -- a teacher mocking Charlie Kirk's assassination, overt references to murdering President Donald Trump, demands for ICE agents to be ""shot and wiped out,"" even a topless purple-haired woman brandishing a ""Free Luigi, Jail Trump"" sign.",New York Post
California National Guard to support food banks due to expected food assistance delays,"SACRAMENTO, Calif. -- California Gov. Gavin Newsom said Wednesday he will deploy National Guard troops to support food banks in November, a move that comes in light of anticipated delays to federal food assistance amid the government shutdown. About 40 million low-income people across the U.S., including roughly 5.5 million in California, receive federal food assistance through the Supplemental Nutrition Assistance Program, formerly known as food stamps.",Washington Times
"With Supreme Court decision still pending, judge extends block on Guard in Chicago indefinitely","CHICAGO -- National Guard troops won't be deploying in the Chicago area anytime soon unless the U.S. Supreme Court intervenes because a judge on Wednesday extended her temporary restraining order indefinitely. Elsewhere around the country, it will be at least days before the Guard could be deployed in Portland, Oregon, and federal appeals judges are weighing whether hundreds of California National Guard members should remain under federal control. President Donald Trump's push to send the military into Democratic-run cities despite fierce resistance from mayors and governors has unleashed a whirlwind of lawsuits and overlapping court rulings.",Washington Times
The fight over redistricting is just beginning,"Welcome to ""The Blueprint with Jen Psaki"" newsletter. Each week, Jen dives into the key players, emerging issues and strategic movements shaping the future of the Democratic Party. Subscribe now to get her insights delivered straight to your inbox. A few months ago, it looked like Republicans' attempts to gerrymander their way into a House majority might not be as successful as they had hoped.",MSNBC.com
Fight over new US House districts in California could turn on advertising edge in closing days,"LOS ANGELES -- LOS ANGELES (AP) -- Less than two weeks from Election Day, the fight over new California U.S. House maps that could erase up to five Republican seats is starting to look like a lopsided match-up, with opponents running low on campaign ads and options. The dynamics of the race can still change, and ballot questions have a history of quirky outcomes in California. But industry data show TV advertising spending -- the main pipeline to voters in the vast state -- dropping off dramatically by Republicans and other critics of the proposal.",ABC News
Los Angeles teacher says ICE agents are 'not the only ones with guns' following shooting of federal agent,"Ron Gochez, a teacher at a local high school, criticized ICE raids in and around the city. A Los Angeles high school history teacher who serves as a spokesperson for a local anti-ICE activist group appeared to welcome armed resistance against immigration authorities after a federal agent and an illegal immigrant were shot hours earlier. Ron Gochez, a teacher at Dr. Maya Angelou Community High School and a spokesperson for Union Del Barrio, spoke during a news conference Tuesday night where he criticized U.S.",Fox News
Trump-backed North Carolina House map approved by lawmakers as Republicans aim to pick up seat,"Fox News Flash top headlines are here. Check out what's clicking on Foxnews.com. North Carolina Republican legislative leaders completed their remapping of the state's U.S. House districts on Wednesday, intent on picking up one more seat to help President Donald Trump's efforts to retain GOP control of Congress in next year's midterm elections.",Fox News
"CBS News poll finds California Prop 50 support motivated by national focus, opposition to Trump","Kabir Khanna, Ph.D., is Director, Election Analytics & Technical Systems at CBS News. He analyzes elections and public opinion through survey research and data science tools. On election nights, he manages the team of experts responsible for projecting winners at the network Data Desk. It's a state ballot measure about redistricting, but Proposition 50 has many California voters thinking nationally -- and a lot about President Trump.",CBS News
Joseph Gordon-Levitt Calls to Stop AI Superintelligence Development Until Safety Standards Are Met,"The ""Inception"" star signs a petition that includes politicians, religious leaders and tech experts: ""Does anybody really want this?""

Joseph Gordon-Levitt has signed a growing petition calling for development of AI-powered superintelligence to cease until more is known about the technology and proper safeguards have been put in place to protect humanity. Gordon-Levitt is one of the petition's 1,500-and-counting signatories, which also include numerous politicians, religious leaders and tech experts. Other entertainment figures, like Sir Stephen Fry, Will.I.am, Kate Bush, ""Everything Everywhere All At Once"" co-director Daniel Kwan and Elon Musk's former partner, Grimes, have all signed the petition as well. Musk himself is not one of the petition's signatories but he is quoted, along with other non-signatories like OpenAI CEO Sam Altman and Anthropic CEO Dario Amodei, on the petition's list of statements proving why superintelligence poses a real threat to humanity.",TheWrap
Judge agrees to extend block on Guard deployment in Chicago while awaiting Supreme Court ruling,"CHICAGO -- CHICAGO (AP) -- President Donald Trump's attempts to deploy the military in Democratic-led cities -- over the objections of mayors and governors -- have brought a head-spinning array of court challenges and overlapping rulings. As the U.S. Supreme Court ponders whether to clear the way for the National Guard in Chicago, a federal appeals court is hearing arguments in California Gov. Gavin Newsom's challenge to the deployment of troops in Los Angeles.",ABC News
"California National Guard will be deployed to help food banks, Gov. Gavin Newsom says","Cecilio Padilla is a digital producer for CBS Sacramento and a Sacramento-area native who has been covering Northern California for more than a decade. Gov. Gavin Newsom announced Wednesday that he will be deploying state National Guard members as well as California Volunteers to help staff food banks amid the ongoing government shutdown. Newsom said the action mirrors a step he took early in the COVID-19 pandemic when he also dispatched California National Guard members, again to support food banks.",CBS News
"LGBTQ+ youth's mental health struggles are getting worse, according to a new survey","There are many stresses that come with being an LGBTQ+ youth: fear, isolation, bullying, feeling as if the world hates you, loved ones pressuring you to change. Those realities come into sharper view in the first release of findings from an ongoing study by the Trevor Project to track the mental health of about 1,700 youth across the U.S. over an extended period of time. Researchers from the West Hollywood, California-based nonprofit saw a sharp increase in mental distress among the participants.",Boston Herald
Nancy Pelosi Hasn't Announced Her 2026 Plans. Scott Wiener Is Running Anyway.,"For years, Scott Wiener, a Democratic state senator, has eyed San Francisco's main congressional seat after building significant clout on housing policy and L.G.B.T.Q. rights in California. But there was always a seemingly insurmountable roadblock, and her name was Nancy Pelosi. Mr.",The New York Times
Can the White House's flood-the-zone social strategy win the shutdown?,"Nicolle Wallace reacts to Donald Trump's vile social media post over No Kings protest

White House digital staffers have unleashed a social media strategy full of taunting memes and fake videos, following President Donald Trump's lead in a bid to bolster his base as the government shutdown drags on. The amped-up tactics are meant to mock Democrats for their proposal to reverse recently passed restrictions on Medicaid, which the GOP falsely claims pays for health care for undocumented immigrants. The memes include a recurring stunt of placing animated sombreros atop images of Democratic leaders. Democrats, for their part, have not responded in kind on social media.",MSNBC.com
Analysis | We tested the tech industry's fake-video warning system. It's broken.,"(Illustration by Kat Rudell Brooks/The Washington Post; iStock)

As new artificial intelligence tools generated a cascade of increasingly realistic fake videos and images online, tech companies developed a plan to prevent mass confusion. Companies such as ChatGPT maker OpenAI pledged to imbue each fake video with a tamperproof marker to signal it was AI-generated. Social media platforms including Facebook and TikTok said they would make those markers visible to users, allowing viewers to know when content was fake and experts to trace its origins. The system was supposed to provide a digital ground-truth to help guard against deepfakes disrupting elections or inciting turmoil.",Washington Post
How Obama maneuvered behind the scenes to fight Trump on redistricting,"Former president Barack Obama has launched an urgent behind-the-scenes effort to rally support for California's redistricting ballot measure. (Melina Mara/The Washington Post)

In late July, Barack Obama spoke with his former attorney general, Eric Holder, about how Democrats should respond to President Donald Trump's unprecedented mid-decade push to add five favorable U.S. House seats to protect the Republican majority. They had each spent days conflicted about what to do.",Washington Post
San Francisco leaders push back against Trump's National Guard threat,"SAN FRANCISCO -- SAN FRANCISCO (AP) -- President Donald Trump keeps threatening to send National Guard troops to San Francisco next, blasting the California city as crime-ridden and saying its residents are clamoring for federal help. But local and state leaders say that couldn't be farther from the truth, noting overall crime is down and the city has started to turn around its downtrodden pandemic image. Residents and workers out downtown this week said they're puzzled and concerned by Trump's threat. ""This is a safe American city,"" Mayor Daniel Lurie told The Associated Press last week.",ABC News
